Vendor,Rohde&Schwarz,,,,,,,
Device/Mat.-No.,RTB2004 / 1333.1005k04,,,,,,,
Serial No.,110244,,,,,,,
Firmware Version,2.3,,,,,,,
Date,2023/1/30,,,,,,,
Time,18:02:08,,,,,,,
Comment,,,,,,,,
,,,,,,,,
Meas. Place,,1,,2,,3,,4
Type,,Amplitude,,Amplitude,,Frequency,,Phase
Source 1,,C1,,C2,,C1,,C1
Source 2,,,,,,,,C2
Unit,,V,,V,,Hz,,°
360,,1.96E+00,,1.80E+00,,1.17E+04,,2.04E+00
361,,1.96E+00,,1.80E+00,,1.18E+04,,4.51E+00
362,,1.96E+00,,1.80E+00,,1.19E+04,,6.61E+00
363,,1.96E+00,,1.80E+00,,1.20E+04,,1.18E+01
364,,1.95E+00,,1.80E+00,,1.21E+04,,1.47E+01
365,,1.95E+00,,1.80E+00,,1.22E+04,,1.72E+01
366,,1.94E+00,,1.79E+00,,1.23E+04,,2.05E+01
367,,1.94E+00,,1.80E+00,,1.25E+04,,2.55E+01
368,,1.93E+00,,1.79E+00,,1.26E+04,,2.84E+01
369,,1.93E+00,,1.79E+00,,1.27E+04,,3.30E+01
370,,1.92E+00,,1.79E+00,,1.28E+04,,3.70E+01
371,,1.91E+00,,1.79E+00,,1.29E+04,,4.05E+01
372,,1.91E+00,,1.78E+00,,1.30E+04,,4.23E+01
373,,1.91E+00,,1.79E+00,,1.32E+04,,4.78E+01
374,,1.91E+00,,1.79E+00,,1.33E+04,,5.04E+01
375,,1.90E+00,,1.79E+00,,1.34E+04,,5.37E+01
376,,1.89E+00,,1.78E+00,,1.35E+04,,5.58E+01
377,,1.89E+00,,1.79E+00,,1.36E+04,,6.12E+01
378,,1.88E+00,,1.78E+00,,1.37E+04,,6.33E+01
379,,1.88E+00,,1.78E+00,,1.38E+04,,6.74E+01
380,,1.88E+00,,1.78E+00,,1.40E+04,,7.31E+01
381,,1.88E+00,,1.78E+00,,1.41E+04,,7.50E+01
382,,1.88E+00,,1.78E+00,,1.42E+04,,7.98E+01
383,,1.89E+00,,1.78E+00,,1.43E+04,,8.21E+01
384,,1.89E+00,,1.78E+00,,1.44E+04,,8.76E+01
385,,1.90E+00,,1.77E+00,,1.45E+04,,9.06E+01
386,,1.90E+00,,1.78E+00,,1.46E+04,,9.48E+01
387,,1.90E+00,,1.78E+00,,1.47E+04,,9.75E+01
388,,1.91E+00,,1.77E+00,,1.49E+04,,1.03E+02
389,,1.91E+00,,1.77E+00,,1.50E+04,,1.05E+02
390,,1.92E+00,,1.78E+00,,1.51E+04,,1.10E+02
391,,1.93E+00,,1.77E+00,,1.52E+04,,1.13E+02
392,,1.94E+00,,1.77E+00,,1.54E+04,,1.19E+02
393,,1.94E+00,,1.77E+00,,1.55E+04,,1.23E+02
394,,1.96E+00,,1.77E+00,,1.56E+04,,1.24E+02
395,,1.97E+00,,1.77E+00,,1.58E+04,,1.31E+02
396,,1.97E+00,,1.77E+00,,1.59E+04,,1.37E+02
397,,1.99E+00,,1.77E+00,,1.60E+04,,1.38E+02
398,,1.99E+00,,1.76E+00,,1.62E+04,,1.44E+02
399,,1.99E+00,,1.77E+00,,1.62E+04,,1.47E+02
400,,2.00E+00,,1.77E+00,,1.64E+04,,1.49E+02
401,,2.01E+00,,1.77E+00,,1.65E+04,,1.52E+02
402,,2.01E+00,,1.77E+00,,1.66E+04,,1.56E+02
403,,2.02E+00,,1.76E+00,,1.67E+04,,1.59E+02
404,,2.02E+00,,1.76E+00,,1.68E+04,,1.64E+02
405,,2.02E+00,,1.76E+00,,1.70E+04,,1.69E+02
406,,2.02E+00,,1.77E+00,,1.70E+04,,1.70E+02
407,,2.02E+00,,1.76E+00,,1.72E+04,,1.72E+02
408,,2.01E+00,,1.76E+00,,1.73E+04,,1.76E+02
409,,2.01E+00,,1.76E+00,,1.74E+04,,-1.79E+02
410,,2.01E+00,,1.76E+00,,1.75E+04,,-1.76E+02
411,,2.01E+00,,1.76E+00,,1.76E+04,,-1.73E+02
412,,2.00E+00,,1.76E+00,,1.78E+04,,-1.70E+02
413,,2.01E+00,,1.76E+00,,1.79E+04,,-1.66E+02
414,,1.99E+00,,1.76E+00,,1.80E+04,,-1.64E+02
415,,1.99E+00,,1.76E+00,,1.81E+04,,-1.61E+02
416,,1.98E+00,,1.76E+00,,1.82E+04,,-1.56E+02
417,,1.97E+00,,1.76E+00,,1.83E+04,,-1.53E+02
418,,1.96E+00,,1.76E+00,,1.84E+04,,-1.50E+02
419,,1.96E+00,,1.76E+00,,1.86E+04,,-1.45E+02
420,,1.95E+00,,1.75E+00,,1.87E+04,,-1.42E+02
421,,1.94E+00,,1.76E+00,,1.88E+04,,-1.40E+02
422,,1.93E+00,,1.75E+00,,1.89E+04,,-1.34E+02
423,,1.93E+00,,1.75E+00,,1.90E+04,,-1.31E+02
424,,1.92E+00,,1.75E+00,,1.91E+04,,-1.29E+02
425,,1.92E+00,,1.75E+00,,1.92E+04,,-1.25E+02
426,,1.91E+00,,1.75E+00,,1.94E+04,,-1.19E+02
427,,1.91E+00,,1.74E+00,,1.95E+04,,-1.16E+02
428,,1.90E+00,,1.75E+00,,1.96E+04,,-1.13E+02
429,,1.91E+00,,1.74E+00,,1.97E+04,,-1.09E+02
430,,1.90E+00,,1.75E+00,,1.98E+04,,-1.04E+02
431,,1.93E+00,,1.81E+00,,1.99E+04,,-1.02E+02
432,,1.93E+00,,1.81E+00,,1.01E+04,,-4.70E+01
433,,1.93E+00,,1.81E+00,,1.02E+04,,-4.58E+01
434,,1.93E+00,,1.80E+00,,1.03E+04,,-4.14E+01
435,,1.94E+00,,1.81E+00,,1.04E+04,,-3.64E+01
436,,1.94E+00,,1.80E+00,,1.05E+04,,-3.47E+01
437,,1.95E+00,,1.81E+00,,1.06E+04,,-3.11E+01
438,,1.95E+00,,1.80E+00,,1.07E+04,,-2.71E+01
439,,1.96E+00,,1.81E+00,,1.09E+04,,-2.32E+01
440,,1.96E+00,,1.80E+00,,1.10E+04,,-1.99E+01
441,,1.96E+00,,1.80E+00,,1.11E+04,,-1.72E+01
442,,1.96E+00,,1.80E+00,,1.12E+04,,-1.28E+01
443,,1.96E+00,,1.80E+00,,1.13E+04,,-8.60E+00
444,,1.96E+00,,1.80E+00,,1.14E+04,,-6.13E+00
445,,1.96E+00,,1.80E+00,,1.15E+04,,-3.86E+00
446,,1.96E+00,,1.80E+00,,1.17E+04,,5.85E-01
447,,1.96E+00,,1.80E+00,,1.18E+04,,3.87E+00
448,,1.96E+00,,1.79E+00,,1.19E+04,,6.03E+00
449,,1.96E+00,,1.79E+00,,1.20E+04,,1.01E+01
450,,1.96E+00,,1.79E+00,,1.21E+04,,1.45E+01
451,,1.95E+00,,1.80E+00,,1.22E+04,,1.82E+01
452,,1.94E+00,,1.79E+00,,1.23E+04,,2.03E+01
453,,1.94E+00,,1.80E+00,,1.25E+04,,2.53E+01
454,,1.93E+00,,1.80E+00,,1.26E+04,,2.73E+01
455,,1.93E+00,,1.79E+00,,1.27E+04,,3.21E+01
456,,1.92E+00,,1.79E+00,,1.28E+04,,3.55E+01
457,,1.91E+00,,1.79E+00,,1.29E+04,,3.98E+01
458,,1.91E+00,,1.79E+00,,1.30E+04,,4.18E+01
459,,1.90E+00,,1.79E+00,,1.31E+04,,4.60E+01
460,,1.90E+00,,1.79E+00,,1.33E+04,,4.95E+01
461,,1.89E+00,,1.79E+00,,1.34E+04,,5.51E+01
462,,1.89E+00,,1.79E+00,,1.35E+04,,5.60E+01
463,,1.89E+00,,1.78E+00,,1.36E+04,,6.03E+01
464,,1.89E+00,,1.78E+00,,1.37E+04,,6.55E+01
465,,1.89E+00,,1.78E+00,,1.38E+04,,6.89E+01
466,,1.88E+00,,1.78E+00,,1.39E+04,,7.05E+01
467,,1.88E+00,,1.78E+00,,1.40E+04,,7.52E+01
468,,1.88E+00,,1.78E+00,,1.42E+04,,7.94E+01
469,,1.89E+00,,1.78E+00,,1.43E+04,,8.23E+01
470,,1.90E+00,,1.78E+00,,1.44E+04,,8.61E+01
471,,1.90E+00,,1.78E+00,,1.45E+04,,9.02E+01
472,,1.89E+00,,1.77E+00,,1.46E+04,,9.43E+01
473,,1.91E+00,,1.77E+00,,1.47E+04,,9.76E+01
474,,1.91E+00,,1.78E+00,,1.48E+04,,1.02E+02
475,,1.91E+00,,1.78E+00,,1.50E+04,,1.05E+02
476,,1.92E+00,,1.77E+00,,1.51E+04,,1.08E+02
477,,1.93E+00,,1.78E+00,,1.52E+04,,1.13E+02
478,,1.93E+00,,1.77E+00,,1.53E+04,,1.16E+02
479,,1.94E+00,,1.77E+00,,1.54E+04,,1.21E+02
480,,1.95E+00,,1.77E+00,,1.55E+04,,1.23E+02
481,,1.96E+00,,1.77E+00,,1.56E+04,,1.26E+02
482,,1.96E+00,,1.77E+00,,1.58E+04,,1.30E+02
483,,1.96E+00,,1.77E+00,,1.59E+04,,1.35E+02
484,,1.98E+00,,1.77E+00,,1.60E+04,,1.37E+02
485,,1.99E+00,,1.77E+00,,1.61E+04,,1.40E+02
486,,1.99E+00,,1.77E+00,,1.62E+04,,1.46E+02
487,,2.00E+00,,1.76E+00,,1.63E+04,,1.46E+02
488,,2.00E+00,,1.77E+00,,1.64E+04,,1.51E+02
489,,2.01E+00,,1.76E+00,,1.65E+04,,1.54E+02
490,,2.01E+00,,1.76E+00,,1.67E+04,,1.59E+02
491,,2.01E+00,,1.76E+00,,1.68E+04,,1.61E+02
492,,2.02E+00,,1.77E+00,,1.69E+04,,1.65E+02
493,,2.02E+00,,1.76E+00,,1.70E+04,,1.68E+02
494,,2.02E+00,,1.77E+00,,1.71E+04,,1.72E+02
495,,2.01E+00,,1.76E+00,,1.72E+04,,1.73E+02
496,,2.02E+00,,1.76E+00,,1.74E+04,,1.78E+02
497,,2.01E+00,,1.76E+00,,1.74E+04,,1.80E+02
498,,2.01E+00,,1.76E+00,,1.76E+04,,-1.75E+02
499,,2.01E+00,,1.76E+00,,1.77E+04,,-1.72E+02
500,,1.99E+00,,1.76E+00,,1.78E+04,,-1.68E+02
501,,1.99E+00,,1.76E+00,,1.80E+04,,-1.63E+02
502,,1.99E+00,,1.76E+00,,1.81E+04,,-1.61E+02
503,,1.98E+00,,1.76E+00,,1.82E+04,,-1.57E+02
504,,1.98E+00,,1.76E+00,,1.83E+04,,-1.53E+02
505,,1.97E+00,,1.75E+00,,1.84E+04,,-1.50E+02
506,,1.96E+00,,1.76E+00,,1.85E+04,,-1.46E+02
507,,1.95E+00,,1.76E+00,,1.86E+04,,-1.43E+02
508,,1.94E+00,,1.75E+00,,1.88E+04,,-1.40E+02
509,,1.94E+00,,1.75E+00,,1.89E+04,,-1.36E+02
510,,1.93E+00,,1.75E+00,,1.90E+04,,-1.32E+02
511,,1.93E+00,,1.75E+00,,1.91E+04,,-1.27E+02
512,,1.92E+00,,1.75E+00,,1.92E+04,,-1.25E+02
513,,1.91E+00,,1.75E+00,,1.93E+04,,-1.21E+02
514,,1.91E+00,,1.75E+00,,1.95E+04,,-1.16E+02
515,,1.91E+00,,1.75E+00,,1.96E+04,,-1.13E+02
516,,1.90E+00,,1.75E+00,,1.97E+04,,-1.10E+02
517,,1.90E+00,,1.74E+00,,1.98E+04,,-1.05E+02
518,,1.92E+00,,1.81E+00,,1.99E+04,,-1.01E+02
519,,1.93E+00,,1.81E+00,,1.00E+04,,-4.95E+01
520,,1.93E+00,,1.80E+00,,1.02E+04,,-4.48E+01
521,,1.94E+00,,1.81E+00,,1.03E+04,,-4.09E+01
522,,1.93E+00,,1.80E+00,,1.04E+04,,-3.93E+01
523,,1.94E+00,,1.80E+00,,1.05E+04,,-3.51E+01
524,,1.95E+00,,1.80E+00,,1.06E+04,,-3.10E+01
525,,1.95E+00,,1.80E+00,,1.07E+04,,-2.70E+01
526,,1.96E+00,,1.80E+00,,1.08E+04,,-2.45E+01
527,,1.96E+00,,1.80E+00,,1.10E+04,,-2.16E+01
528,,1.96E+00,,1.80E+00,,1.11E+04,,-1.81E+01
529,,1.96E+00,,1.80E+00,,1.12E+04,,-1.36E+01
530,,1.96E+00,,1.80E+00,,1.13E+04,,-9.29E+00
531,,1.96E+00,,1.80E+00,,1.14E+04,,-6.21E+00
532,,1.96E+00,,1.80E+00,,1.15E+04,,-3.78E+00
533,,1.96E+00,,1.80E+00,,1.16E+04,,1.12E+00
534,,1.96E+00,,1.80E+00,,1.18E+04,,4.46E+00
535,,1.96E+00,,1.80E+00,,1.19E+04,,5.90E+00
536,,1.96E+00,,1.80E+00,,1.20E+04,,1.06E+01
537,,1.96E+00,,1.79E+00,,1.21E+04,,1.30E+01
538,,1.95E+00,,1.79E+00,,1.22E+04,,1.82E+01
539,,1.94E+00,,1.79E+00,,1.23E+04,,2.03E+01
540,,1.93E+00,,1.79E+00,,1.24E+04,,2.40E+01
541,,1.93E+00,,1.79E+00,,1.26E+04,,2.93E+01
542,,1.93E+00,,1.79E+00,,1.27E+04,,3.14E+01
543,,1.92E+00,,1.79E+00,,1.28E+04,,3.56E+01
544,,1.92E+00,,1.79E+00,,1.29E+04,,3.98E+01
545,,1.91E+00,,1.79E+00,,1.30E+04,,4.19E+01
546,,1.91E+00,,1.78E+00,,1.31E+04,,4.50E+01
547,,1.90E+00,,1.79E+00,,1.32E+04,,4.90E+01
548,,1.90E+00,,1.78E+00,,1.33E+04,,5.28E+01
549,,1.89E+00,,1.79E+00,,1.35E+04,,5.67E+01
550,,1.89E+00,,1.79E+00,,1.36E+04,,5.94E+01
551,,1.89E+00,,1.79E+00,,1.37E+04,,6.27E+01
552,,1.88E+00,,1.78E+00,,1.38E+04,,6.66E+01
553,,1.88E+00,,1.78E+00,,1.39E+04,,7.09E+01
554,,1.88E+00,,1.78E+00,,1.40E+04,,7.46E+01
555,,1.88E+00,,1.78E+00,,1.41E+04,,7.89E+01
556,,1.88E+00,,1.77E+00,,1.42E+04,,8.15E+01
557,,1.89E+00,,1.77E+00,,1.44E+04,,8.67E+01
558,,1.89E+00,,1.78E+00,,1.45E+04,,8.91E+01
559,,1.90E+00,,1.77E+00,,1.46E+04,,9.24E+01
560,,1.91E+00,,1.78E+00,,1.47E+04,,9.67E+01
561,,1.91E+00,,1.78E+00,,1.48E+04,,9.95E+01
562,,1.91E+00,,1.77E+00,,1.49E+04,,1.04E+02
563,,1.91E+00,,1.77E+00,,1.50E+04,,1.08E+02
564,,1.93E+00,,1.77E+00,,1.51E+04,,1.11E+02
565,,1.93E+00,,1.77E+00,,1.53E+04,,1.16E+02
566,,1.93E+00,,1.77E+00,,1.54E+04,,1.18E+02
567,,1.94E+00,,1.77E+00,,1.55E+04,,1.22E+02
568,,1.96E+00,,1.77E+00,,1.56E+04,,1.25E+02
569,,1.96E+00,,1.77E+00,,1.57E+04,,1.30E+02
570,,1.97E+00,,1.77E+00,,1.58E+04,,1.32E+02
571,,1.98E+00,,1.77E+00,,1.59E+04,,1.35E+02
572,,1.99E+00,,1.77E+00,,1.60E+04,,1.37E+02
573,,1.99E+00,,1.77E+00,,1.62E+04,,1.43E+02
574,,1.99E+00,,1.77E+00,,1.63E+04,,1.46E+02
575,,2.00E+00,,1.77E+00,,1.64E+04,,1.50E+02
576,,2.01E+00,,1.77E+00,,1.65E+04,,1.51E+02
577,,2.01E+00,,1.77E+00,,1.66E+04,,1.56E+02
578,,2.01E+00,,1.76E+00,,1.67E+04,,1.60E+02
579,,2.02E+00,,1.76E+00,,1.68E+04,,1.62E+02
580,,2.02E+00,,1.77E+00,,1.69E+04,,1.65E+02
581,,2.02E+00,,1.76E+00,,1.71E+04,,1.70E+02
582,,2.02E+00,,1.76E+00,,1.72E+04,,1.74E+02
583,,2.02E+00,,1.76E+00,,1.73E+04,,1.76E+02
584,,2.01E+00,,1.76E+00,,1.74E+04,,1.79E+02
585,,2.01E+00,,1.76E+00,,1.75E+04,,-1.77E+02
586,,2.01E+00,,1.76E+00,,1.76E+04,,-1.73E+02
587,,2.00E+00,,1.76E+00,,1.78E+04,,-1.69E+02
588,,2.00E+00,,1.76E+00,,1.79E+04,,-1.67E+02
589,,2.00E+00,,1.76E+00,,1.80E+04,,-1.64E+02
590,,1.99E+00,,1.76E+00,,1.81E+04,,-1.60E+02
591,,1.99E+00,,1.76E+00,,1.82E+04,,-1.57E+02
592,,1.98E+00,,1.76E+00,,1.83E+04,,-1.53E+02
593,,1.97E+00,,1.76E+00,,1.84E+04,,-1.50E+02
594,,1.96E+00,,1.75E+00,,1.85E+04,,-1.48E+02
595,,1.96E+00,,1.75E+00,,1.86E+04,,-1.44E+02
596,,1.94E+00,,1.76E+00,,1.88E+04,,-1.38E+02
597,,1.94E+00,,1.75E+00,,1.89E+04,,-1.36E+02
598,,1.93E+00,,1.75E+00,,1.90E+04,,-1.34E+02
599,,1.93E+00,,1.75E+00,,1.91E+04,,-1.28E+02
600,,1.91E+00,,1.75E+00,,1.93E+04,,-1.22E+02
601,,1.91E+00,,1.74E+00,,1.94E+04,,-1.18E+02
602,,1.91E+00,,1.75E+00,,1.95E+04,,-1.15E+02
603,,1.91E+00,,1.75E+00,,1.96E+04,,-1.11E+02
604,,1.90E+00,,1.74E+00,,1.97E+04,,-1.08E+02
605,,1.90E+00,,1.74E+00,,1.99E+04,,-1.04E+02
606,,1.93E+00,,1.80E+00,,1.99E+04,,-1.00E+02
607,,1.93E+00,,1.80E+00,,1.01E+04,,-4.83E+01
608,,1.93E+00,,1.81E+00,,1.02E+04,,-4.44E+01
609,,1.94E+00,,1.81E+00,,1.03E+04,,-4.10E+01
610,,1.95E+00,,1.81E+00,,1.04E+04,,-3.69E+01
611,,1.95E+00,,1.80E+00,,1.05E+04,,-3.36E+01
612,,1.95E+00,,1.81E+00,,1.07E+04,,-2.86E+01
613,,1.96E+00,,1.80E+00,,1.07E+04,,-2.78E+01
614,,1.96E+00,,1.80E+00,,1.09E+04,,-2.22E+01
615,,1.96E+00,,1.80E+00,,1.10E+04,,-1.80E+01
616,,1.96E+00,,1.80E+00,,1.11E+04,,-1.54E+01
617,,1.96E+00,,1.80E+00,,1.12E+04,,-1.22E+01
618,,1.96E+00,,1.80E+00,,1.14E+04,,-7.07E+00
619,,1.96E+00,,1.80E+00,,1.15E+04,,-6.01E+00
620,,1.96E+00,,1.80E+00,,1.16E+04,,5.23E-01
621,,1.96E+00,,1.80E+00,,1.17E+04,,2.31E+00
622,,1.96E+00,,1.80E+00,,1.18E+04,,4.54E+00
623,,1.96E+00,,1.80E+00,,1.20E+04,,9.80E+00
624,,1.96E+00,,1.80E+00,,1.21E+04,,1.25E+01
625,,1.95E+00,,1.80E+00,,1.22E+04,,1.61E+01
626,,1.94E+00,,1.79E+00,,1.23E+04,,1.84E+01
627,,1.94E+00,,1.79E+00,,1.24E+04,,2.36E+01
628,,1.93E+00,,1.80E+00,,1.25E+04,,2.64E+01
629,,1.93E+00,,1.79E+00,,1.26E+04,,2.98E+01
630,,1.93E+00,,1.79E+00,,1.28E+04,,3.46E+01
631,,1.92E+00,,1.79E+00,,1.29E+04,,3.80E+01
632,,1.91E+00,,1.79E+00,,1.30E+04,,3.95E+01
633,,1.91E+00,,1.79E+00,,1.31E+04,,4.60E+01
634,,1.90E+00,,1.79E+00,,1.32E+04,,4.92E+01
635,,1.90E+00,,1.78E+00,,1.33E+04,,5.16E+01
636,,1.89E+00,,1.78E+00,,1.34E+04,,5.46E+01
637,,1.89E+00,,1.79E+00,,1.36E+04,,5.96E+01
638,,1.88E+00,,1.79E+00,,1.37E+04,,6.36E+01
639,,1.88E+00,,1.78E+00,,1.38E+04,,6.57E+01
640,,1.88E+00,,1.78E+00,,1.39E+04,,7.08E+01
641,,1.88E+00,,1.78E+00,,1.40E+04,,7.53E+01
642,,1.89E+00,,1.78E+00,,1.41E+04,,7.67E+01
643,,1.88E+00,,1.78E+00,,1.42E+04,,8.10E+01
644,,1.89E+00,,1.78E+00,,1.44E+04,,8.65E+01
645,,1.89E+00,,1.78E+00,,1.45E+04,,8.84E+01
646,,1.90E+00,,1.78E+00,,1.46E+04,,9.25E+01
647,,1.90E+00,,1.77E+00,,1.47E+04,,9.67E+01
648,,1.91E+00,,1.78E+00,,1.48E+04,,1.00E+02
649,,1.91E+00,,1.78E+00,,1.49E+04,,1.03E+02
650,,1.92E+00,,1.78E+00,,1.50E+04,,1.07E+02
651,,1.92E+00,,1.77E+00,,1.52E+04,,1.12E+02
652,,1.93E+00,,1.78E+00,,1.53E+04,,1.17E+02
653,,1.93E+00,,1.77E+00,,1.54E+04,,1.19E+02
654,,1.94E+00,,1.78E+00,,1.55E+04,,1.21E+02
655,,1.95E+00,,1.77E+00,,1.56E+04,,1.27E+02
656,,1.96E+00,,1.77E+00,,1.57E+04,,1.28E+02
657,,1.97E+00,,1.77E+00,,1.59E+04,,1.34E+02
658,,1.97E+00,,1.77E+00,,1.60E+04,,1.38E+02
659,,1.99E+00,,1.77E+00,,1.61E+04,,1.40E+02
660,,1.99E+00,,1.77E+00,,1.62E+04,,1.43E+02
661,,2.00E+00,,1.76E+00,,1.63E+04,,1.48E+02
662,,2.00E+00,,1.77E+00,,1.64E+04,,1.52E+02
663,,2.01E+00,,1.77E+00,,1.65E+04,,1.54E+02
664,,2.01E+00,,1.77E+00,,1.67E+04,,1.59E+02
665,,2.01E+00,,1.77E+00,,1.68E+04,,1.61E+02
666,,2.02E+00,,1.76E+00,,1.69E+04,,1.63E+02
667,,2.01E+00,,1.76E+00,,1.70E+04,,1.66E+02
668,,2.02E+00,,1.76E+00,,1.71E+04,,1.72E+02
669,,2.02E+00,,1.76E+00,,1.72E+04,,1.74E+02
670,,2.02E+00,,1.76E+00,,1.73E+04,,1.77E+02
671,,2.01E+00,,1.76E+00,,1.74E+04,,-1.79E+02
672,,2.01E+00,,1.76E+00,,1.76E+04,,-1.75E+02
673,,2.01E+00,,1.76E+00,,1.77E+04,,-1.72E+02
674,,2.00E+00,,1.76E+00,,1.78E+04,,-1.68E+02
675,,2.00E+00,,1.76E+00,,1.79E+04,,-1.67E+02
676,,1.99E+00,,1.76E+00,,1.80E+04,,-1.62E+02
677,,1.99E+00,,1.76E+00,,1.81E+04,,-1.59E+02
678,,1.98E+00,,1.76E+00,,1.82E+04,,-1.56E+02
679,,1.97E+00,,1.75E+00,,1.84E+04,,-1.52E+02
680,,1.97E+00,,1.75E+00,,1.85E+04,,-1.48E+02
681,,1.96E+00,,1.76E+00,,1.86E+04,,-1.45E+02
682,,1.95E+00,,1.75E+00,,1.87E+04,,-1.41E+02
683,,1.94E+00,,1.75E+00,,1.88E+04,,-1.37E+02
684,,1.93E+00,,1.76E+00,,1.89E+04,,-1.34E+02
685,,1.93E+00,,1.75E+00,,1.90E+04,,-1.32E+02
686,,1.93E+00,,1.75E+00,,1.92E+04,,-1.28E+02
687,,1.92E+00,,1.75E+00,,1.93E+04,,-1.25E+02
688,,1.91E+00,,1.75E+00,,1.94E+04,,-1.19E+02
689,,1.91E+00,,1.75E+00,,1.95E+04,,-1.18E+02
690,,1.91E+00,,1.74E+00,,1.96E+04,,-1.11E+02
691,,1.90E+00,,1.75E+00,,1.97E+04,,-1.08E+02
692,,1.90E+00,,1.74E+00,,1.99E+04,,-1.04E+02
693,,1.92E+00,,1.81E+00,,2.00E+04,,-9.94E+01
694,,1.93E+00,,1.80E+00,,1.01E+04,,-4.84E+01
695,,1.93E+00,,1.80E+00,,1.02E+04,,-4.39E+01
696,,1.93E+00,,1.81E+00,,1.03E+04,,-3.91E+01
697,,1.94E+00,,1.81E+00,,1.04E+04,,-3.60E+01
698,,1.94E+00,,1.80E+00,,1.05E+04,,-3.44E+01
699,,1.95E+00,,1.81E+00,,1.06E+04,,-3.00E+01
700,,1.95E+00,,1.80E+00,,1.08E+04,,-2.60E+01
701,,1.96E+00,,1.80E+00,,1.09E+04,,-2.23E+01
702,,1.96E+00,,1.80E+00,,1.10E+04,,-1.80E+01
703,,1.96E+00,,1.80E+00,,1.12E+04,,-1.34E+01
704,,1.96E+00,,1.80E+00,,1.13E+04,,-9.76E+00
705,,1.96E+00,,1.80E+00,,1.15E+04,,-4.95E+00
706,,1.96E+00,,1.80E+00,,1.16E+04,,-2.80E+00
707,,1.96E+00,,1.80E+00,,1.17E+04,,2.59E+00
708,,1.96E+00,,1.80E+00,,1.18E+04,,4.57E+00
709,,1.96E+00,,1.80E+00,,1.20E+04,,9.03E+00
710,,1.95E+00,,1.79E+00,,1.21E+04,,1.46E+01
711,,1.95E+00,,1.80E+00,,1.23E+04,,1.85E+01
712,,1.94E+00,,1.80E+00,,1.23E+04,,2.20E+01
713,,1.93E+00,,1.80E+00,,1.25E+04,,2.51E+01
714,,1.93E+00,,1.80E+00,,1.26E+04,,2.79E+01
715,,1.93E+00,,1.79E+00,,1.27E+04,,3.27E+01
716,,1.92E+00,,1.79E+00,,1.28E+04,,3.53E+01
717,,1.92E+00,,1.79E+00,,1.29E+04,,3.92E+01
718,,1.91E+00,,1.79E+00,,1.30E+04,,4.36E+01
719,,1.91E+00,,1.79E+00,,1.32E+04,,4.68E+01
720,,1.90E+00,,1.79E+00,,1.33E+04,,4.95E+01
721,,1.90E+00,,1.79E+00,,1.34E+04,,5.44E+01
722,,1.89E+00,,1.78E+00,,1.35E+04,,5.62E+01
723,,1.88E+00,,1.78E+00,,1.36E+04,,6.16E+01
724,,1.88E+00,,1.78E+00,,1.37E+04,,6.56E+01
725,,1.88E+00,,1.78E+00,,1.39E+04,,7.01E+01
726,,1.89E+00,,1.78E+00,,1.39E+04,,7.22E+01
727,,1.88E+00,,1.78E+00,,1.41E+04,,7.59E+01
728,,1.88E+00,,1.78E+00,,1.42E+04,,8.12E+01
729,,1.89E+00,,1.78E+00,,1.43E+04,,8.30E+01
730,,1.89E+00,,1.78E+00,,1.44E+04,,8.75E+01
731,,1.89E+00,,1.78E+00,,1.45E+04,,9.13E+01
732,,1.91E+00,,1.78E+00,,1.47E+04,,9.48E+01
733,,1.91E+00,,1.78E+00,,1.48E+04,,9.78E+01
734,,1.91E+00,,1.77E+00,,1.49E+04,,1.02E+02
735,,1.91E+00,,1.78E+00,,1.50E+04,,1.08E+02
736,,1.92E+00,,1.77E+00,,1.51E+04,,1.11E+02
737,,1.93E+00,,1.78E+00,,1.52E+04,,1.13E+02
738,,1.94E+00,,1.77E+00,,1.53E+04,,1.17E+02
739,,1.94E+00,,1.77E+00,,1.55E+04,,1.21E+02
740,,1.95E+00,,1.77E+00,,1.56E+04,,1.24E+02
741,,1.96E+00,,1.77E+00,,1.57E+04,,1.28E+02
742,,1.96E+00,,1.77E+00,,1.58E+04,,1.31E+02
743,,1.97E+00,,1.77E+00,,1.59E+04,,1.37E+02
744,,1.99E+00,,1.77E+00,,1.60E+04,,1.38E+02
745,,1.99E+00,,1.77E+00,,1.62E+04,,1.44E+02
746,,2.00E+00,,1.77E+00,,1.63E+04,,1.47E+02
747,,2.00E+00,,1.77E+00,,1.64E+04,,1.49E+02
748,,2.01E+00,,1.77E+00,,1.65E+04,,1.53E+02
749,,2.01E+00,,1.77E+00,,1.66E+04,,1.56E+02
750,,2.01E+00,,1.76E+00,,1.67E+04,,1.59E+02
751,,2.02E+00,,1.77E+00,,1.68E+04,,1.62E+02
752,,2.02E+00,,1.76E+00,,1.70E+04,,1.67E+02
753,,2.02E+00,,1.76E+00,,1.71E+04,,1.70E+02
754,,2.01E+00,,1.76E+00,,1.72E+04,,1.74E+02
755,,2.02E+00,,1.76E+00,,1.73E+04,,1.76E+02
756,,2.01E+00,,1.76E+00,,1.74E+04,,-1.80E+02
757,,2.01E+00,,1.76E+00,,1.75E+04,,-1.76E+02
758,,2.01E+00,,1.76E+00,,1.76E+04,,-1.73E+02
759,,2.00E+00,,1.76E+00,,1.78E+04,,-1.70E+02
